asli,translate
"86% MPR, kelelahan umum",General fatique at 86% MPHR
10 Menit 18 Detik,10 Minute 18 Second
First degree AV block,First degree AV block
"Tidak membesar, permukaan licin. Echostruktur homogen, difus meninggi. Tak tampak lesi fokal/ SOL maupun ascites. Traktus billiaris intra dan ekstra hepatic tidak melebar.","The size was normal limits.
Increase diffuse and normal echostructure.
Normal biliary tract and portal vein.
There was no SOL or ascites."
"Membesar dengan ukuran 42,9 x 36,8 x 31,5 mm, volume 26,08 ml.","Enlargement prostat with size 42,9 x 36,8 x 31,5 mm, volume 26,08 ml."
"Fatty Liver.
BPH dengan volume 26,08 ml.
USG Abdomen lain dalam batas normal.","Fatty Liver.
BPH with volume 26,08 ml.
No pathologic findings of other abdominal organ in sonographic examination."
"93% MPR, kelelahan umum",General fatique at 93 % MPHR
08 Menit 59 Detik,08 Minute 59 Second
Dalam batas normal,Within normal limits
"Tampak perselubungan paru kanan bawah, paru kiri baik.
Jantung dengan bentuk besar dalam batas normal.
Mediastinum tidak melebar.
Sinus kiri lancip, sinus kanan tertutup oleh bayangan perselubungan paru.","There is cloudy shadow at right lower lung field, the left lung fiels is clear.
The heart is of normal size and configuration.
No widening of the mediastinum.
Right costophrenicus sinus obscured by right lower lung field lession."
"Pneumonia kanan, kemungkinan Pleuro-pneumonia (Klinis? Lab?)","Right pneumonia.
Suspicious specific proces ( confirmed clinical and laboratory result)"
"Tidak membesar, pinggir rata, echostruktur baik, tidak tampak lesi an/hipo/hiper-echoik patologis, tidak tampak tanda pelebaran ductuli biliaris dan v.portal, ascites (-).","No enlargment, normal echostructure, no pathological lesion detected, no widening of biliary tract and portal vein, no ascites noted."
"Bentuk normal, dinding tidak menebal, batu (-). Tidak tampak pelebaran CBD.","No thickening of the gall bladder wall, no stone seen."
"Bentuk besar dalam batas normal, tidak tampak kelainan intra-uterine. (antefleksi)","Normal size and shape, anteflection position."
Ovarium kanan kiri dengan beberapa kista.,Several small cystic lession both ovaries.
"Gambaran PCO (Polycystic Ovaries)
USG organ abdomen lain dalam batas normal.","PCO ( Polycystic ovaries )
Other abdominal organs are within normal limits."
"Echostruktur - echodensitas jaringan fibroglandular kedua payudara normal.
Tidak tampak lesi/ nodul patologis.
Tidak tampak pembesaran KGB kedua aksilla.","Normal echostrukture and echodensity of both breasts, no pathological lesion / nodul seen.
No enlargment of lymfhadenopaty both axillary tail."
0.116 ( shortened ),0.116 ( shortened )
"Abnormal findings
Abnormal ECG, i.e: Lown Ganong Levine syndrome","Abnormal findings.
Abnormal ECG, i.e: Lown Ganong Levine syndrome."
Counter Clock Wise Rotation,Counter Clock Wise Rotation.
"If there is any complaint, consult to Cardiologist","If there is any complaint, consult to Cardiologist."
12 Menit 04 Detik,12 Minutes and 04 Second
Perubahan ST - T tak bermakna,Non specific ST-T changes
Dalam batas normal.,Within Normal Limit
Dalam batas normal.,Within Normal Limit
"Abnormal findings. Abnormal ECG, i.e: 
Lown Ganong Levine syndrome","Abnormal findings. Abnormal ECG, i.e: 
Lown Ganong Levine syndrome"
"97% MPR, kelelahan umum",General fatique at 97% MPHR
09 Menit 32 Detik,09 Minute 32 Second
12 Menit 44 Detik,12 Menit 44 Detik
Perubahan ST-T tak bermakna,ST-T changes are meaningless
"Cor  : Besar dan bentuk Normal
Sinus dan Diafragma : Baik
Pulmo : Tidak tampak tanda-tanda proses spesifik aktif, metastase dan patologi lainnya.","Both sinuses and diafragma are normal
The heart is of normal size and configuration
No widening of  the mediastinum 
No pathological lesion seen in both lung fields"
Radiologis tak tampak kelainan.,"No pathologic findings, chest examination was normal limits."
ADS : Gangguan Dengar Derajat Sedang,ADS : Moderate Degree of Hearing Loss
"Cor  : Besar dan bentuk Normal
Sinus dan Diafragma : Baik
Pulmo : Tidak tampak tanda-tanda proses spesifik aktif, metastase dan patologi lainnya.","Both sinuses and diafragma are normal
The heart is of normal size and configuration
No widening of the mediastinum
No pathological lesion seen in both lung fields
"
Radiologis tak tampak kelainan.,"No pathologic findings, chest examination was normal limits.
"
"Sinus kanan kiri lancip, tidak tampak tanda efusi pleura, diafragma baik.
Jantung dengan bentuk besar dalam batas normal.
Mediastinum tidak melebar.
Tidak tampak infiltrat kedua paru, corakan bronchovaskuler baik.","Both sinuses and diafragma are normal
The heart is of normal size and configuration
No widening of  the mediastinum 
No pathological lesion seen in both lung fields"
Jantung paru tidak ada kelainan.,Normal chest
Low voltage at limb leads,Low voltage at limb leads
Overweight ( BMI : 23.12 ),Overweight ( BMI : 23.12 )
Overweight ( BMI : 23.12 ),Overweight ( BMI : 23.12 )
Overweight ( BMI : 23.12 ),Balanced diet and regular exercise
"ST-T changes at leads of III, aVF","ST-T changes at leads of III, aVF"
"ST-T changes at leads of III, aVF","ST-T changes at leads of III, aVF"
"Suspicion of abnormal findings
Suspicion of abnormal ECG, i.e : Inferior ischaemia","Suspicion of abnormal findings
Suspicion of abnormal ECG, i.e : Inferior ischaemia"
"Consult to Cardiologist for echo examination, etc","Consult to Cardiologist for echo examination, etc."
Dalam Batas Normal,Within normal limit 
Counter Clock Wise Rotation,"Counter Clock Wise Rotation
"
"93 % MPR, kelelahan umum",General fatique at 93% MPHR
ADS : Dalam Batas Normal,"ADS : Within Normal Limit
"
"Cor  : Besar dan bentuk Normal
Sinus dan Diafragma : Baik
Pulmo : Tidak tampak tanda-tanda proses spesifik aktif, metastase dan patologi lainnya.","Both sinuses and diafragma are normal
The heart is of normal size and configuration
No widening of the mediastinum 
No pathological lesion seen in both lung fields
Within normal limits"
Radiologis tak tampak kelainan.,Normal X-ray
"BMI : 26.75 ( Obesitas Stage I )
Kelainan Refraksi tidak terkoreksi (OD : 6/48 OS : 6/60)","BMI : 26.75 ( Obese Stage I )
Refraction Abnormalities Without glasses (OD : 6/48 OS : 6/60)"
"BMI : 26.75 ( Obesitas Stage I )
Kelainan Refraksi tidak terkoreksi (OD : 6/48 OS : 6/60)","Balanced diet and regular exercise, lose weight gradually, consult to ophthalmologist"
Dalam Batas Normal,Audiometry Test Within Normal Limit
"Bentuk besar normal, echostruktur baik. (+/- 10 ml ; normal 7 - 15 ml)","Normal size and echostrukcture with volume +/- 10 ml (normal 7-15 ml).
"
"Tidak tampak dislokasi sendi pergelangan tangan kanan, tulang sekitar sendi intact.","Normal position right wrist joint, no dislocation seen."
Coronary Sinus Rhythm (accelerated),Coronary Sinus Rhythm (accelerated)
"Inverted P at leads of III,aVF","P inverted at leads of III,aVF"
Coronary Sinus Rhythm (accelerated),Coronary Sinus Rhythm (accelerated)
"Abnormal findings
Abnormal ECG, i.e: Coronary Sinus Rhythm (accelerated)","Abnormal findings. Abnormal ECG, i.e: 
Coronary Sinus Rhythm (accelerated)"
Myop ringan OD,Mild myop OD
Myop ringan OD,Mild myop OD
"Cor  : Besar dan bentuk Normal
Sinus dan Diafragma : Baik
Pulmo : Tidak tampak tanda-tanda proses spesifik aktif, metastase dan patologi lainnya
Scoliosis thoracal ke kanan","Both sinues and diafragma are normal
The heart is of normal size and configuration
No widening of mediastinum
No pathological lesion seen in both lung fields
Thoracalis scoliosis to the right"
Radiologis tak tampak kelainan.,"Within Normal Limits.
Thoracalis scoliosis."
Low voltage at precordial leads,Low voltage at precordial leads
"0,114 (shortened)","0,114 (shortened)"
"ST-T changes at leads of III,aVF","ST-T changes at leads of III,aVF"
"ST-T changes at leads of III,aVF","ST-T changes at leads of III,aVF"
"Abnormal findings
Abnormal ECG, i.e: Lown Ganong Levine syndrome","Abnormal findings. Abnormal ECG, i.e: 
Lown Ganong Levine syndrome"
118 (mild right axis deviation),118 (mild right axis deviation)
Persistent S at lead of V6,Persistent S at lead of V6
Non specific ST-T at leads of V1-V2,Non specific ST-T at leads of V1-V2
Non specific ST-T at leads of V1-V2,Non specific ST-T at leads of V1-V2
Hipertensi Ocula,Ocula Hypertension
Hipertensi Ocula,Ocula Hypertension
Hipertensi Ocula,Evaluate eye pressure & field of view
Ashigmat Myop Compositus ODS,Ashigmat Myop Compositus ODS
Ashigmat Myop Compositus ODS,Ashigmat Myop Compositus ODS
Myop ringan OS,Myop mild OS
Myop ringan OS,Myop mild OS
"Myop sedang ODS
Presbyop","Myop is on ODS
Presbyop"
"Myop sedang ODS
Presbyop","Myop is on ODS
Presbyop"
"Myop sedang ODS
Presbyop",Change glasses
"Ashigmat Myop Compositus ODS 
Presbyop","Ashigmat Myop Compositus ODS 
Presbyop"
"Ashigmat Myop Compositus ODS 
Presbyop","Ashigmat Myop Compositus ODS 
Presbyop"
Tidak ada kelainan,No abnormality
Tidak ada kelainan,No abnormality
"Ashigmat myop OD
Presbyop
Hipertensi Oculi","Astigmat myop OD
Presbyop
Oculi Hypertension"
"Ashigmat myop OD
Presbyop
Hipertensi Oculi","Astigmat myop OD
Presbyop
Oculi Hypertension"
"Ashigmat myop OD
Presbyop
Hipertensi Oculi",Follow up to the eye clinic to evaluate eye tension & broad view
Ashigmat myop ODS (Myop fungsi),Ashigmat myop ODS (Myop function)
Ashigmat myop ODS (Myop fungsi),Ashigmat myop ODS (Myop function)
"Myop OD
Ashigmat Myop OS","Myop OD
Ashigmat Myop OS"
"Myop OD
Ashigmat Myop OS","Myop OD
Ashigmat Myop OS"
"Ashigmat myop simplex ringan ODS
Presbyop","Mild ashigmat myop simplex ODS
Presbyop"
"Ashigmat myop simplex ringan ODS
Presbyop","Mild ashigmat myop simplex ODS
Presbyop"
"Sinus lancip, diafragma baik.
Cor dalam batas normal, tampak elongatio aortae.
Mediastinum tidak melebar.
Tidak tampak kelainan parenkim paru.","Both costophrenic sinuses and diaphragms are normal.
Normal size of the heart, elongated aortae and calcification aortic wall.
No widening of the mediastinum.
There is no pathological lession in both lung fields."
"Jantung paru tidak ada kelainan, elongatio aortae dan Atherosclerosis.","Normal heart and both lung fields are clean.
Elongated aortae and atherosclerotic."
"Telah dilakukan pemeriksaan radiografi panoramic dengan hasil sebagai berikut:
Kualitas radiograf yang dihasilkan dalam kategori baik untuk penegakan diagnosis, dengan cakupan objek anatomi yang sesuai dengan tujuan pembuatan radiograf; kontras, detail da","General Impression
A panoramic radiograph has been examined with the following results:
The quality of the resulting radiographs is in an excellent category for diagnosis, with a range of anatomical objects that are suitable for the purpose of making radi"
"Kesan radiografis:
-Gigi 38, impaksi horizontal, kelas II, posisi A
-Gigi 46, karies dentin
-Gigi 47, karies dentin
-Gigi 48, impaksi horizontal, kelas II, posisi A","Radiographic impression:
- Tooth 38, horizontal impaction, class II, position A
- Tooth 46, dentinal caries
- Tooth 47, dentinal caries
- Tooth 48, horizontal impaction, class II, position A"
"Telah dilakukan pemeriksaan radiografi lateral cephalometri dengan hasil sebagai berikut:
Tampak ear rods berhimpit
Bentuk dan ukuran gigi-gigi pada rahang atas dan rahang bawah dalam batas normal
Garis FHP sejajar bidang datar
Struktur anatomis sella tur","General Impression
A lateral cephalometric radiograph has been performed with the following results:
Seen coincide ear rods 
The shape and size of the teeth in the upper and lower jaws are within normal
The line FHP is parallel to the plane
The anatomical"
"Kesan radiografis
Radiograf dapat digunakan untuk Analisa Cephalometri","Radiographic impression
Radiographs can be used for Cephalometric Analysis"
"Sinus lancip, diafragma baik.
Cor dalam batas normal.
Mediastinum tidak melebar.
Tidak tampak kelainan parenkim paru.","Both costophrenic sinuses and diafragma are normal
The heart is of normal size and configuration
No widening of mediastinum
There is no pathological lesion seen in both lung fields"
Jantung paru tidak ada kelainan.,Normal heart shadow and both lung fields are clean.
"Sinus lancip, diafragma baik.
Cor dalam batas normal, tampak kalsifikasi arcus aortae.
Mediastinum tidak melebar.
Tidak tampak kelainan parenkim paru.","Both costophrenic sinuses and diafragma are normal
The heart is of normal size and configuration, calcification of aortic wall noted
No widening of mediastinum
There is no pathological finding in both lung fields"
"Jantung paru tidak ada kelainan.
Tanda Atherosclerosis.","Normal heart shadow and both lung fields are clean.
Atherosclerosis sign."
151 (right axis deviation),151 (right axis deviation)
Low voltage at limb leads,Low voltage at limb leads
"ST-T changes at leads of II,III,aVF,V1-V3","ST-T changes at leads of II,III,aVF,V1-V3"
"ST-T changes at leads of II,III,aVF,V1-V3","ST-T changes at leads of II,III,aVF,V1-V3"
"Suspicion of abnormal findings
Suspicion of abnormal ECG, i.e: Infero anteroseptal ischaemia","Suspicion of abnormal findings
Suspicion of abnormal ECG, i.e: Infero anteroseptal ischaemia"
"85% MPR, kelelahan umum",Fatique at 85% MPR
07 Menit 34 Detik,07 Minute 34 Second
"Depresi bertambah ST > 1,5 mm di II,III,aVF,V1-V4","Increase depresion ST > 1,5 mm at II,III,aVF,V1-V4"
"Tampak membesar dengan massa isoechoik (+/- 3,70 x 3,48 cm) daerah cranial kanan.","Enlarged utery with isoechoic mass (+/- 3,70 x 3,48 cm) at right cranial area."
"Gambaran Mioma uteri (intra mural?).
USG organ abdomen lain dalam batas normal.","Suspect intramural Myoma.
No pathologic findings of other abdominal organ in sonographic examination."
"Tidak membesar, echostruktur normal, tidak tampak lesi patologis, ductuli biliaris-v.portal tidak melebar, ascites (-), lesi pleura kanan (post pleuritis).","No enlargment, normal echostructure , no pathological lesion is noted, no dilated biliary tract and portal vein, no ascites seen, a mild lesion previous right lower pleural (post pleuritis?)."
"Bentuk normal, dinding tidak menebal, tampak batu (+/- 5,2 mm).","No thickening of gall bladder wall, a small stone (+/- 5,2 mm) seen."
"Echostruktur dan echodensitas normal, ductus Pancreaticus tidak melebar.","Normal echostructure and echodensity, no dilated pancreatic duct."
"Tidak membesar, v.lienalis tidak melebar.","No enlargment, no dilated splenic vein."
"Bentuk besar kedua ginjal normal, sistem pelvio-calyces tidak melebar, batu (-).","Normal size both kidneys, no widening of pelviocalyceal systems, no stone seen."
"Normal, posisi antefleksi, tidak tampak kelainan intra uterine.","Normal size, anteflexion, no pathological lesion at uterine."
"Normal, kista (-).","Normal both ovaries, no cyst noted."
Tidak tampak tanda radang akut daerah pericaecal.,No acute inflamation seen at the pericaecal area.
Cholelithiasis. USG organ abdomen lain dalam batas normal.,"Small Cholelithiasis.
The other abdominal organs are normal limit."
"Terisi baik, dinding tidak menebal, batu/massa (-).","Filled well, no stone or mass noted."
Sinus aritmia,Sinus arhythmia
Sinus aritmia,Sinus arhythmia
